eventID	occurrenceID	measurementID	measurementType	measurementTypeID	measurementValue	measurementValueID	measurementUnit	measurementUnitID	measurementAccuracy	measurementMethod	measurementRemarks
FKt241214_S0770	FKt241214_S0770_K036	FKt241214_S0770_K036:isotope:row29:pctN	Nitrogen mass fraction in krill tissue	http://vocab.nerc.ac.uk/collection/P01/current/NTDYXX01/	9.63		%	http://vocab.nerc.ac.uk/collection/P06/current/UPCT/		Elemental analysis/continuous-flow isotope-ratio mass spectrometry; dried, ground bulk krill tissue; Thermo-Scientific Flash EA IsoLink / Delta-Q; Oregon State Stable Isotope Collaboratory. Delta 13C reference VPDB; delta 15N reference air (Supplementary Methods p.2).	SourceData.xlsx; StableIsotopes; row 29; %N; source repeat 2 of 3 for this krill. Repeat index assigned from source row order, not a laboratory replicate ID. Reported value retained without averaging or additional lipid correction. 
FKt241214_S0770	FKt241214_S0770_K036	FKt241214_S0770_K036:isotope:row30:d13C	Carbon stable isotope delta 13C	http://vocab.nerc.ac.uk/collection/P01/current/C13BTX01/	-25.63		per mil	http://vocab.nerc.ac.uk/collection/P06/current/UPPT/		Elemental analysis/continuous-flow isotope-ratio mass spectrometry; dried, ground bulk krill tissue; Thermo-Scientific Flash EA IsoLink / Delta-Q; Oregon State Stable Isotope Collaboratory. Delta 13C reference VPDB; delta 15N reference air (Supplementary Methods p.2).	SourceData.xlsx; StableIsotopes; row 30; δ13C; source repeat 3 of 3 for this krill. Repeat index assigned from source row order, not a laboratory replicate ID. Reported value retained without averaging or additional lipid correction. Correction status of exported delta 13C is not explicit in Table S5.
FKt241214_S0770	FKt241214_S0770_K036	FKt241214_S0770_K036:isotope:row30:d15N	Nitrogen stable isotope delta 15N	http://vocab.nerc.ac.uk/collection/P01/current/N15BTX01/	2.59		per mil	http://vocab.nerc.ac.uk/collection/P06/current/UPPT/		Elemental analysis/continuous-flow isotope-ratio mass spectrometry; dried, ground bulk krill tissue; Thermo-Scientific Flash EA IsoLink / Delta-Q; Oregon State Stable Isotope Collaboratory. Delta 13C reference VPDB; delta 15N reference air (Supplementary Methods p.2).	SourceData.xlsx; StableIsotopes; row 30; δ15N; source repeat 3 of 3 for this krill. Repeat index assigned from source row order, not a laboratory replicate ID. Reported value retained without averaging or additional lipid correction. 
FKt241214_S0770	FKt241214_S0770_K036	FKt241214_S0770_K036:isotope:row30:pctC	Carbon mass fraction in krill tissue	http://vocab.nerc.ac.uk/collection/P01/current/CBDYXX01/	45.38		%	http://vocab.nerc.ac.uk/collection/P06/current/UPCT/		Elemental analysis/continuous-flow isotope-ratio mass spectrometry; dried, ground bulk krill tissue; Thermo-Scientific Flash EA IsoLink / Delta-Q; Oregon State Stable Isotope Collaboratory. Delta 13C reference VPDB; delta 15N reference air (Supplementary Methods p.2).	SourceData.xlsx; StableIsotopes; row 30; %C; source repeat 3 of 3 for this krill. Repeat index assigned from source row order, not a laboratory replicate ID. Reported value retained without averaging or additional lipid correction. 
FKt241214_S0770	FKt241214_S0770_K036	FKt241214_S0770_K036:isotope:row30:pctN	Nitrogen mass fraction in krill tissue	http://vocab.nerc.ac.uk/collection/P01/current/NTDYXX01/	10.82		%	http://vocab.nerc.ac.uk/collection/P06/current/UPCT/		Elemental analysis/continuous-flow isotope-ratio mass spectrometry; dried, ground bulk krill tissue; Thermo-Scientific Flash EA IsoLink / Delta-Q; Oregon State Stable Isotope Collaboratory. Delta 13C reference VPDB; delta 15N reference air (Supplementary Methods p.2).	SourceData.xlsx; StableIsotopes; row 30; %N; source repeat 3 of 3 for this krill. Repeat index assigned from source row order, not a laboratory replicate ID. Reported value retained without averaging or additional lipid correction. 
FKt241214_S0770	FKt241214_S0770_K036	FKt241214_S0770_K036:length	Length (total length) of biological entity specified elsewhere	http://vocab.nerc.ac.uk/collection/P01/current/TL01XX01/	50.47		mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/		Tip of rostrum to end of uropods; Standard Length 1 (Supplementary Methods p.1).	SourceData.xlsx; Morphometrics; row 37; Length (mm).
FKt241214_S0770	FKt241214_S0770_K036	FKt241214_S0770_K036:sex-stage	Sex and maturity stage code	http://vocab.nerc.ac.uk/collection/P01/current/LSTAGE01/	F3D			http://vocab.nerc.ac.uk/collection/P06/current/XXXX/		Makarov and Denys (1980) staging, as stated in Supplementary Methods and Table S1.	SourceData.xlsx; Morphometrics; row 37; Sex/Stage; original sex-specific developmental stage code retained. P01 describes development stage; sex is also provided in the occurrence extension.
FKt241214_S0770	FKt241214_S0770_K037	FKt241214_S0770_K037:element:As	Arsenic concentration in dried krill tissue		2.52		mg/kg			Dried, ground krill tissue; nitric acid/hydrogen peroxide digestion; HR-ICP-MS (Element2 ThermoFisher); reagent and digestion blank correction. Concentration as reported in Table S3; no phosphorus normalization applied by this script.	SourceData.xlsx; TraceMetals; row 2; column K037; element As. Units from Table S3; dry-tissue preparation from Methods. P01 mapping unresolved: no suitable krill/generic-biota dry-weight term verified. 
FKt241214_S0770	FKt241214_S0770_K037	FKt241214_S0770_K037:element:Ba	Barium concentration in dried krill tissue		4.96		mg/kg			Dried, ground krill tissue; nitric acid/hydrogen peroxide digestion; HR-ICP-MS (Element2 ThermoFisher); reagent and digestion blank correction. Concentration as reported in Table S3; no phosphorus normalization applied by this script.	SourceData.xlsx; TraceMetals; row 3; column K037; element Ba. Units from Table S3; dry-tissue preparation from Methods. P01 mapping unresolved: no suitable krill/generic-biota dry-weight term verified. 
FKt241214_S0770	FKt241214_S0770_K037	FKt241214_S0770_K037:element:Cd	Cadmium concentration in dried krill tissue		0.18		mg/kg			Dried, ground krill tissue; nitric acid/hydrogen peroxide digestion; HR-ICP-MS (Element2 ThermoFisher); reagent and digestion blank correction. Concentration as reported in Table S3; no phosphorus normalization applied by this script.	SourceData.xlsx; TraceMetals; row 4; column K037; element Cd. Units from Table S3; dry-tissue preparation from Methods. P01 mapping unresolved: no suitable krill/generic-biota dry-weight term verified. 
FKt241214_S0770	FKt241214_S0770_K037	FKt241214_S0770_K037:element:Co	Cobalt concentration in dried krill tissue		0.09		mg/kg			Dried, ground krill tissue; nitric acid/hydrogen peroxide digestion; HR-ICP-MS (Element2 ThermoFisher); reagent and digestion blank correction. Concentration as reported in Table S3; no phosphorus normalization applied by this script.	SourceData.xlsx; TraceMetals; row 5; column K037; element Co. Units from Table S3; dry-tissue preparation from Methods. P01 mapping unresolved: no suitable krill/generic-biota dry-weight term verified. 
FKt241214_S0770	FKt241214_S0770_K037	FKt241214_S0770_K037:element:Cr	Chromium concentration in dried krill tissue		0.38		mg/kg			Dried, ground krill tissue; nitric acid/hydrogen peroxide digestion; HR-ICP-MS (Element2 ThermoFisher); reagent and digestion blank correction. Concentration as reported in Table S3; no phosphorus normalization applied by this script.	SourceData.xlsx; TraceMetals; row 6; column K037; element Cr. Units from Table S3; dry-tissue preparation from Methods. P01 mapping unresolved: no suitable krill/generic-biota dry-weight term verified. 
FKt241214_S0770	FKt241214_S0770_K037	FKt241214_S0770_K037:element:Cu	Copper concentration in dried krill tissue		44.6		mg/kg			Dried, ground krill tissue; nitric acid/hydrogen peroxide digestion; HR-ICP-MS (Element2 ThermoFisher); reagent and digestion blank correction. Concentration as reported in Table S3; no phosphorus normalization applied by this script.	SourceData.xlsx; TraceMetals; row 7; column K037; element Cu. Units from Table S3; dry-tissue preparation from Methods. P01 mapping unresolved: no suitable krill/generic-biota dry-weight term verified. 
FKt241214_S0770	FKt241214_S0770_K037	FKt241214_S0770_K037:element:Fe	Iron concentration in dried krill tissue		45.7		mg/kg			Dried, ground krill tissue; nitric acid/hydrogen peroxide digestion; HR-ICP-MS (Element2 ThermoFisher); reagent and digestion blank correction. Concentration as reported in Table S3; no phosphorus normalization applied by this script.	SourceData.xlsx; TraceMetals; row 8; column K037; element Fe. Units from Table S3; dry-tissue preparation from Methods. P01 mapping unresolved: no suitable krill/generic-biota dry-weight term verified. 
FKt241214_S0770	FKt241214_S0770_K037	FKt241214_S0770_K037:element:Mn	Manganese concentration in dried krill tissue		3.54		mg/kg			Dried, ground krill tissue; nitric acid/hydrogen peroxide digestion; HR-ICP-MS (Element2 ThermoFisher); reagent and digestion blank correction. Concentration as reported in Table S3; no phosphorus normalization applied by this script.	SourceData.xlsx; TraceMetals; row 9; column K037; element Mn. Units from Table S3; dry-tissue preparation from Methods. P01 mapping unresolved: no suitable krill/generic-biota dry-weight term verified. 
FKt241214_S0770	FKt241214_S0770_K037	FKt241214_S0770_K037:element:Mo	Molybdenum concentration in dried krill tissue		0.17		mg/kg			Dried, ground krill tissue; nitric acid/hydrogen peroxide digestion; HR-ICP-MS (Element2 ThermoFisher); reagent and digestion blank correction. Concentration as reported in Table S3; no phosphorus normalization applied by this script.	SourceData.xlsx; TraceMetals; row 10; column K037; element Mo. Units from Table S3; dry-tissue preparation from Methods. P01 mapping unresolved: no suitable krill/generic-biota dry-weight term verified. 
FKt241214_S0770	FKt241214_S0770_K037	FKt241214_S0770_K037:element:Ni	Nickel concentration in dried krill tissue		0.77		mg/kg			Dried, ground krill tissue; nitric acid/hydrogen peroxide digestion; HR-ICP-MS (Element2 ThermoFisher); reagent and digestion blank correction. Concentration as reported in Table S3; no phosphorus normalization applied by this script.	SourceData.xlsx; TraceMetals; row 11; column K037; element Ni. Units from Table S3; dry-tissue preparation from Methods. P01 mapping unresolved: no suitable krill/generic-biota dry-weight term verified. 
FKt241214_S0770	FKt241214_S0770_K037	FKt241214_S0770_K037:element:P	Phosphorus concentration in dried krill tissue		9400		mg/kg			Dried, ground krill tissue; nitric acid/hydrogen peroxide digestion; HR-ICP-MS (Element2 ThermoFisher); reagent and digestion blank correction. Concentration as reported in Table S3; no phosphorus normalization applied by this script.	SourceData.xlsx; TraceMetals; row 12; column K037; element P. Units from Table S3; dry-tissue preparation from Methods. P01 mapping unresolved: no suitable krill/generic-biota dry-weight term verified. 
FKt241214_S0770	FKt241214_S0770_K037	FKt241214_S0770_K037:element:Pb	Lead concentration in dried krill tissue		4.56		mg/kg			Dried, ground krill tissue; nitric acid/hydrogen peroxide digestion; HR-ICP-MS (Element2 ThermoFisher); reagent and digestion blank correction. Concentration as reported in Table S3; no phosphorus normalization applied by this script.	SourceData.xlsx; TraceMetals; row 13; column K037; element Pb. Units from Table S3; dry-tissue preparation from Methods. P01 mapping unresolved: no suitable krill/generic-biota dry-weight term verified. 
FKt241214_S0770	FKt241214_S0770_K037	FKt241214_S0770_K037:element:V	Vanadium concentration in dried krill tissue		0.2		mg/kg			Dried, ground krill tissue; nitric acid/hydrogen peroxide digestion; HR-ICP-MS (Element2 ThermoFisher); reagent and digestion blank correction. Concentration as reported in Table S3; no phosphorus normalization applied by this script.	SourceData.xlsx; TraceMetals; row 14; column K037; element V. Units from Table S3; dry-tissue preparation from Methods. P01 mapping unresolved: no suitable krill/generic-biota dry-weight term verified. 
FKt241214_S0770	FKt241214_S0770_K037	FKt241214_S0770_K037:element:Zn	Zinc concentration in dried krill tissue		51.1		mg/kg			Dried, ground krill tissue; nitric acid/hydrogen peroxide digestion; HR-ICP-MS (Element2 ThermoFisher); reagent and digestion blank correction. Concentration as reported in Table S3; no phosphorus normalization applied by this script.	SourceData.xlsx; TraceMetals; row 15; column K037; element Zn. Units from Table S3; dry-tissue preparation from Methods. P01 mapping unresolved: no suitable krill/generic-biota dry-weight term verified. 
FKt241214_S0770	FKt241214_S0770_K037	FKt241214_S0770_K037:isotope:row31:d13C	Carbon stable isotope delta 13C	http://vocab.nerc.ac.uk/collection/P01/current/C13BTX01/	-26.08		per mil	http://vocab.nerc.ac.uk/collection/P06/current/UPPT/		Elemental analysis/continuous-flow isotope-ratio mass spectrometry; dried, ground bulk krill tissue; Thermo-Scientific Flash EA IsoLink / Delta-Q; Oregon State Stable Isotope Collaboratory. Delta 13C reference VPDB; delta 15N reference air (Supplementary Methods p.2).	SourceData.xlsx; StableIsotopes; row 31; δ13C; source repeat 1 of 1 for this krill. Repeat index assigned from source row order, not a laboratory replicate ID. Reported value retained without averaging or additional lipid correction. Correction status of exported delta 13C is not explicit in Table S5.
FKt241214_S0770	FKt241214_S0770_K037	FKt241214_S0770_K037:isotope:row31:d15N	Nitrogen stable isotope delta 15N	http://vocab.nerc.ac.uk/collection/P01/current/N15BTX01/	3.36		per mil	http://vocab.nerc.ac.uk/collection/P06/current/UPPT/		Elemental analysis/continuous-flow isotope-ratio mass spectrometry; dried, ground bulk krill tissue; Thermo-Scientific Flash EA IsoLink / Delta-Q; Oregon State Stable Isotope Collaboratory. Delta 13C reference VPDB; delta 15N reference air (Supplementary Methods p.2).	SourceData.xlsx; StableIsotopes; row 31; δ15N; source repeat 1 of 1 for this krill. Repeat index assigned from source row order, not a laboratory replicate ID. Reported value retained without averaging or additional lipid correction. 
FKt241214_S0770	FKt241214_S0770_K037	FKt241214_S0770_K037:isotope:row31:pctC	Carbon mass fraction in krill tissue	http://vocab.nerc.ac.uk/collection/P01/current/CBDYXX01/	39.04		%	http://vocab.nerc.ac.uk/collection/P06/current/UPCT/		Elemental analysis/continuous-flow isotope-ratio mass spectrometry; dried, ground bulk krill tissue; Thermo-Scientific Flash EA IsoLink / Delta-Q; Oregon State Stable Isotope Collaboratory. Delta 13C reference VPDB; delta 15N reference air (Supplementary Methods p.2).	SourceData.xlsx; StableIsotopes; row 31; %C; source repeat 1 of 1 for this krill. Repeat index assigned from source row order, not a laboratory replicate ID. Reported value retained without averaging or additional lipid correction. 
FKt241214_S0770	FKt241214_S0770_K037	FKt241214_S0770_K037:isotope:row31:pctN	Nitrogen mass fraction in krill tissue	http://vocab.nerc.ac.uk/collection/P01/current/NTDYXX01/	10.72		%	http://vocab.nerc.ac.uk/collection/P06/current/UPCT/		Elemental analysis/continuous-flow isotope-ratio mass spectrometry; dried, ground bulk krill tissue; Thermo-Scientific Flash EA IsoLink / Delta-Q; Oregon State Stable Isotope Collaboratory. Delta 13C reference VPDB; delta 15N reference air (Supplementary Methods p.2).	SourceData.xlsx; StableIsotopes; row 31; %N; source repeat 1 of 1 for this krill. Repeat index assigned from source row order, not a laboratory replicate ID. Reported value retained without averaging or additional lipid correction. 
FKt241214_S0770	FKt241214_S0770_K037	FKt241214_S0770_K037:length	Length (total length) of biological entity specified elsewhere	http://vocab.nerc.ac.uk/collection/P01/current/TL01XX01/	48.16		mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/		Tip of rostrum to end of uropods; Standard Length 1 (Supplementary Methods p.1).	SourceData.xlsx; Morphometrics; row 38; Length (mm).
FKt241214_S0770	FKt241214_S0770_K037	FKt241214_S0770_K037:sex-stage	Sex and maturity stage code	http://vocab.nerc.ac.uk/collection/P01/current/LSTAGE01/	F3D			http://vocab.nerc.ac.uk/collection/P06/current/XXXX/		Makarov and Denys (1980) staging, as stated in Supplementary Methods and Table S1.	SourceData.xlsx; Morphometrics; row 38; Sex/Stage; original sex-specific developmental stage code retained. P01 describes development stage; sex is also provided in the occurrence extension.
FKt241214_S0770	FKt241214_S0770_K038	FKt241214_S0770_K038:element:As	Arsenic concentration in dried krill tissue		3.39		mg/kg			Dried, ground krill tissue; nitric acid/hydrogen peroxide digestion; HR-ICP-MS (Element2 ThermoFisher); reagent and digestion blank correction. Concentration as reported in Table S3; no phosphorus normalization applied by this script.	SourceData.xlsx; TraceMetals; row 2; column K038; element As. Units from Table S3; dry-tissue preparation from Methods. P01 mapping unresolved: no suitable krill/generic-biota dry-weight term verified. 
FKt241214_S0770	FKt241214_S0770_K038	FKt241214_S0770_K038:element:Ba	Barium concentration in dried krill tissue		8.57		mg/kg			Dried, ground krill tissue; nitric acid/hydrogen peroxide digestion; HR-ICP-MS (Element2 ThermoFisher); reagent and digestion blank correction. Concentration as reported in Table S3; no phosphorus normalization applied by this script.	SourceData.xlsx; TraceMetals; row 3; column K038; element Ba. Units from Table S3; dry-tissue preparation from Methods. P01 mapping unresolved: no suitable krill/generic-biota dry-weight term verified. 
FKt241214_S0770	FKt241214_S0770_K038	FKt241214_S0770_K038:element:Cd	Cadmium concentration in dried krill tissue		0.4		mg/kg			Dried, ground krill tissue; nitric acid/hydrogen peroxide digestion; HR-ICP-MS (Element2 ThermoFisher); reagent and digestion blank correction. Concentration as reported in Table S3; no phosphorus normalization applied by this script.	SourceData.xlsx; TraceMetals; row 4; column K038; element Cd. Units from Table S3; dry-tissue preparation from Methods. P01 mapping unresolved: no suitable krill/generic-biota dry-weight term verified. 
FKt241214_S0770	FKt241214_S0770_K038	FKt241214_S0770_K038:element:Co	Cobalt concentration in dried krill tissue		0.12		mg/kg			Dried, ground krill tissue; nitric acid/hydrogen peroxide digestion; HR-ICP-MS (Element2 ThermoFisher); reagent and digestion blank correction. Concentration as reported in Table S3; no phosphorus normalization applied by this script.	SourceData.xlsx; TraceMetals; row 5; column K038; element Co. Units from Table S3; dry-tissue preparation from Methods. P01 mapping unresolved: no suitable krill/generic-biota dry-weight term verified. 
FKt241214_S0770	FKt241214_S0770_K038	FKt241214_S0770_K038:element:Cr	Chromium concentration in dried krill tissue		0.66		mg/kg			Dried, ground krill tissue; nitric acid/hydrogen peroxide digestion; HR-ICP-MS (Element2 ThermoFisher); reagent and digestion blank correction. Concentration as reported in Table S3; no phosphorus normalization applied by this script.	SourceData.xlsx; TraceMetals; row 6; column K038; element Cr. Units from Table S3; dry-tissue preparation from Methods. P01 mapping unresolved: no suitable krill/generic-biota dry-weight term verified. 
FKt241214_S0770	FKt241214_S0770_K038	FKt241214_S0770_K038:element:Cu	Copper concentration in dried krill tissue		92.1		mg/kg			Dried, ground krill tissue; nitric acid/hydrogen peroxide digestion; HR-ICP-MS (Element2 ThermoFisher); reagent and digestion blank correction. Concentration as reported in Table S3; no phosphorus normalization applied by this script.	SourceData.xlsx; TraceMetals; row 7; column K038; element Cu. Units from Table S3; dry-tissue preparation from Methods. P01 mapping unresolved: no suitable krill/generic-biota dry-weight term verified. 
FKt241214_S0770	FKt241214_S0770_K038	FKt241214_S0770_K038:element:Fe	Iron concentration in dried krill tissue		94.3		mg/kg			Dried, ground krill tissue; nitric acid/hydrogen peroxide digestion; HR-ICP-MS (Element2 ThermoFisher); reagent and digestion blank correction. Concentration as reported in Table S3; no phosphorus normalization applied by this script.	SourceData.xlsx; TraceMetals; row 8; column K038; element Fe. Units from Table S3; dry-tissue preparation from Methods. P01 mapping unresolved: no suitable krill/generic-biota dry-weight term verified. 
FKt241214_S0770	FKt241214_S0770_K038	FKt241214_S0770_K038:element:Mn	Manganese concentration in dried krill tissue		6.27		mg/kg			Dried, ground krill tissue; nitric acid/hydrogen peroxide digestion; HR-ICP-MS (Element2 ThermoFisher); reagent and digestion blank correction. Concentration as reported in Table S3; no phosphorus normalization applied by this script.	SourceData.xlsx; TraceMetals; row 9; column K038; element Mn. Units from Table S3; dry-tissue preparation from Methods. P01 mapping unresolved: no suitable krill/generic-biota dry-weight term verified. 
FKt241214_S0770	FKt241214_S0770_K038	FKt241214_S0770_K038:element:Mo	Molybdenum concentration in dried krill tissue		0.17		mg/kg			Dried, ground krill tissue; nitric acid/hydrogen peroxide digestion; HR-ICP-MS (Element2 ThermoFisher); reagent and digestion blank correction. Concentration as reported in Table S3; no phosphorus normalization applied by this script.	SourceData.xlsx; TraceMetals; row 10; column K038; element Mo. Units from Table S3; dry-tissue preparation from Methods. P01 mapping unresolved: no suitable krill/generic-biota dry-weight term verified. 
FKt241214_S0770	FKt241214_S0770_K038	FKt241214_S0770_K038:element:Ni	Nickel concentration in dried krill tissue		0.81		mg/kg			Dried, ground krill tissue; nitric acid/hydrogen peroxide digestion; HR-ICP-MS (Element2 ThermoFisher); reagent and digestion blank correction. Concentration as reported in Table S3; no phosphorus normalization applied by this script.	SourceData.xlsx; TraceMetals; row 11; column K038; element Ni. Units from Table S3; dry-tissue preparation from Methods. P01 mapping unresolved: no suitable krill/generic-biota dry-weight term verified. 
FKt241214_S0770	FKt241214_S0770_K038	FKt241214_S0770_K038:element:P	Phosphorus concentration in dried krill tissue		16300		mg/kg			Dried, ground krill tissue; nitric acid/hydrogen peroxide digestion; HR-ICP-MS (Element2 ThermoFisher); reagent and digestion blank correction. Concentration as reported in Table S3; no phosphorus normalization applied by this script.	SourceData.xlsx; TraceMetals; row 12; column K038; element P. Units from Table S3; dry-tissue preparation from Methods. P01 mapping unresolved: no suitable krill/generic-biota dry-weight term verified. Above upper range of standard curve (red entry in Table S3); retain with caution.
FKt241214_S0770	FKt241214_S0770_K038	FKt241214_S0770_K038:element:Pb	Lead concentration in dried krill tissue		67		mg/kg			Dried, ground krill tissue; nitric acid/hydrogen peroxide digestion; HR-ICP-MS (Element2 ThermoFisher); reagent and digestion blank correction. Concentration as reported in Table S3; no phosphorus normalization applied by this script.	SourceData.xlsx; TraceMetals; row 13; column K038; element Pb. Units from Table S3; dry-tissue preparation from Methods. P01 mapping unresolved: no suitable krill/generic-biota dry-weight term verified. 
FKt241214_S0770	FKt241214_S0770_K038	FKt241214_S0770_K038:element:V	Vanadium concentration in dried krill tissue		0.19		mg/kg			Dried, ground krill tissue; nitric acid/hydrogen peroxide digestion; HR-ICP-MS (Element2 ThermoFisher); reagent and digestion blank correction. Concentration as reported in Table S3; no phosphorus normalization applied by this script.	SourceData.xlsx; TraceMetals; row 14; column K038; element V. Units from Table S3; dry-tissue preparation from Methods. P01 mapping unresolved: no suitable krill/generic-biota dry-weight term verified. 
FKt241214_S0770	FKt241214_S0770_K038	FKt241214_S0770_K038:element:Zn	Zinc concentration in dried krill tissue		184		mg/kg			Dried, ground krill tissue; nitric acid/hydrogen peroxide digestion; HR-ICP-MS (Element2 ThermoFisher); reagent and digestion blank correction. Concentration as reported in Table S3; no phosphorus normalization applied by this script.	SourceData.xlsx; TraceMetals; row 15; column K038; element Zn. Units from Table S3; dry-tissue preparation from Methods. P01 mapping unresolved: no suitable krill/generic-biota dry-weight term verified. Above upper range of standard curve (red entry in Table S3); retain with caution.
FKt241214_S0770	FKt241214_S0770_K038	FKt241214_S0770_K038:isotope:row32:d13C	Carbon stable isotope delta 13C	http://vocab.nerc.ac.uk/collection/P01/current/C13BTX01/	-26.74		per mil	http://vocab.nerc.ac.uk/collection/P06/current/UPPT/		Elemental analysis/continuous-flow isotope-ratio mass spectrometry; dried, ground bulk krill tissue; Thermo-Scientific Flash EA IsoLink / Delta-Q; Oregon State Stable Isotope Collaboratory. Delta 13C reference VPDB; delta 15N reference air (Supplementary Methods p.2).	SourceData.xlsx; StableIsotopes; row 32; δ13C; source repeat 1 of 2 for this krill. Repeat index assigned from source row order, not a laboratory replicate ID. Reported value retained without averaging or additional lipid correction. Correction status of exported delta 13C is not explicit in Table S5.
FKt241214_S0770	FKt241214_S0770_K038	FKt241214_S0770_K038:isotope:row32:d15N	Nitrogen stable isotope delta 15N	http://vocab.nerc.ac.uk/collection/P01/current/N15BTX01/	2.74		per mil	http://vocab.nerc.ac.uk/collection/P06/current/UPPT/		Elemental analysis/continuous-flow isotope-ratio mass spectrometry; dried, ground bulk krill tissue; Thermo-Scientific Flash EA IsoLink / Delta-Q; Oregon State Stable Isotope Collaboratory. Delta 13C reference VPDB; delta 15N reference air (Supplementary Methods p.2).	SourceData.xlsx; StableIsotopes; row 32; δ15N; source repeat 1 of 2 for this krill. Repeat index assigned from source row order, not a laboratory replicate ID. Reported value retained without averaging or additional lipid correction. 
FKt241214_S0770	FKt241214_S0770_K038	FKt241214_S0770_K038:isotope:row32:pctC	Carbon mass fraction in krill tissue	http://vocab.nerc.ac.uk/collection/P01/current/CBDYXX01/	46.21		%	http://vocab.nerc.ac.uk/collection/P06/current/UPCT/		Elemental analysis/continuous-flow isotope-ratio mass spectrometry; dried, ground bulk krill tissue; Thermo-Scientific Flash EA IsoLink / Delta-Q; Oregon State Stable Isotope Collaboratory. Delta 13C reference VPDB; delta 15N reference air (Supplementary Methods p.2).	SourceData.xlsx; StableIsotopes; row 32; %C; source repeat 1 of 2 for this krill. Repeat index assigned from source row order, not a laboratory replicate ID. Reported value retained without averaging or additional lipid correction. 
FKt241214_S0770	FKt241214_S0770_K038	FKt241214_S0770_K038:isotope:row32:pctN	Nitrogen mass fraction in krill tissue	http://vocab.nerc.ac.uk/collection/P01/current/NTDYXX01/	10.14		%	http://vocab.nerc.ac.uk/collection/P06/current/UPCT/		Elemental analysis/continuous-flow isotope-ratio mass spectrometry; dried, ground bulk krill tissue; Thermo-Scientific Flash EA IsoLink / Delta-Q; Oregon State Stable Isotope Collaboratory. Delta 13C reference VPDB; delta 15N reference air (Supplementary Methods p.2).	SourceData.xlsx; StableIsotopes; row 32; %N; source repeat 1 of 2 for this krill. Repeat index assigned from source row order, not a laboratory replicate ID. Reported value retained without averaging or additional lipid correction. 
FKt241214_S0770	FKt241214_S0770_K038	FKt241214_S0770_K038:isotope:row33:d13C	Carbon stable isotope delta 13C	http://vocab.nerc.ac.uk/collection/P01/current/C13BTX01/	-26.49		per mil	http://vocab.nerc.ac.uk/collection/P06/current/UPPT/		Elemental analysis/continuous-flow isotope-ratio mass spectrometry; dried, ground bulk krill tissue; Thermo-Scientific Flash EA IsoLink / Delta-Q; Oregon State Stable Isotope Collaboratory. Delta 13C reference VPDB; delta 15N reference air (Supplementary Methods p.2).	SourceData.xlsx; StableIsotopes; row 33; δ13C; source repeat 2 of 2 for this krill. Repeat index assigned from source row order, not a laboratory replicate ID. Reported value retained without averaging or additional lipid correction. Correction status of exported delta 13C is not explicit in Table S5.
FKt241214_S0770	FKt241214_S0770_K038	FKt241214_S0770_K038:isotope:row33:d15N	Nitrogen stable isotope delta 15N	http://vocab.nerc.ac.uk/collection/P01/current/N15BTX01/	2.7		per mil	http://vocab.nerc.ac.uk/collection/P06/current/UPPT/		Elemental analysis/continuous-flow isotope-ratio mass spectrometry; dried, ground bulk krill tissue; Thermo-Scientific Flash EA IsoLink / Delta-Q; Oregon State Stable Isotope Collaboratory. Delta 13C reference VPDB; delta 15N reference air (Supplementary Methods p.2).	SourceData.xlsx; StableIsotopes; row 33; δ15N; source repeat 2 of 2 for this krill. Repeat index assigned from source row order, not a laboratory replicate ID. Reported value retained without averaging or additional lipid correction. 
FKt241214_S0770	FKt241214_S0770_K038	FKt241214_S0770_K038:isotope:row33:pctC	Carbon mass fraction in krill tissue	http://vocab.nerc.ac.uk/collection/P01/current/CBDYXX01/	45.32		%	http://vocab.nerc.ac.uk/collection/P06/current/UPCT/		Elemental analysis/continuous-flow isotope-ratio mass spectrometry; dried, ground bulk krill tissue; Thermo-Scientific Flash EA IsoLink / Delta-Q; Oregon State Stable Isotope Collaboratory. Delta 13C reference VPDB; delta 15N reference air (Supplementary Methods p.2).	SourceData.xlsx; StableIsotopes; row 33; %C; source repeat 2 of 2 for this krill. Repeat index assigned from source row order, not a laboratory replicate ID. Reported value retained without averaging or additional lipid correction. 
FKt241214_S0770	FKt241214_S0770_K038	FKt241214_S0770_K038:isotope:row33:pctN	Nitrogen mass fraction in krill tissue	http://vocab.nerc.ac.uk/collection/P01/current/NTDYXX01/	10.7		%	http://vocab.nerc.ac.uk/collection/P06/current/UPCT/		Elemental analysis/continuous-flow isotope-ratio mass spectrometry; dried, ground bulk krill tissue; Thermo-Scientific Flash EA IsoLink / Delta-Q; Oregon State Stable Isotope Collaboratory. Delta 13C reference VPDB; delta 15N reference air (Supplementary Methods p.2).	SourceData.xlsx; StableIsotopes; row 33; %N; source repeat 2 of 2 for this krill. Repeat index assigned from source row order, not a laboratory replicate ID. Reported value retained without averaging or additional lipid correction. 
